2945500,193
2945600,192
2945700,229
2945800,0
2945900,0
2946000,112
2946100,128
2946200,256
2946300,296
2946400,500
2946500,1133
2946600,2166
2946700,2603
2946800,884
2946900,1077
2947000,1787
2947100,852
2947200,917
2947300,2001
2947400,2557
2947500,2943
2947600,2993
2947700,2743
2947800,2542
2947900,1442
2948000,336
2948100,216
2948200,192
2948300,186
2948400,192
2948500,186
2948600,180
2948700,192
2948800,181
2948900,192
2949000,184
2949100,184
2949200,185
2949300,192
2949400,208
2949500,288
2949600,730
2949700,715
2949800,1579
2949900,1829
2950000,1905
2950100,2471
2950200,2439
2950300,2384
2950400,2745
2950500,3091
2950600,1921
2950700,516
2950800,268
2950900,212
2951000,192
2951100,192
2951200,185
2951300,185
2951400,192
2951500,192
2951600,192
2951700,192
2951800,192
2951900,192
2952000,192
2952100,193
2952200,200
2952300,196
2952400,192
2952500,192
2952600,192
2952700,193
2952800,194
2952900,192
2953000,185
2953100,182
2953200,184
2953300,181
2953400,184
2953500,180
2953600,192
2953700,180
2953800,184
2953900,192
2954000,192
2954100,186
2954200,186
2954300,192
2954400,186
2954500,192
2954600,192
2954700,192
2954800,192
2954900,192
2955000,192
2955100,192
2955200,192
2955300,192
2955400,192
2955500,192
2955600,192
2955700,192
2955800,192
2955900,192
2956000,192
2956100,192
2956200,192
2956300,192
2956400,192
2956500,192
2956600,192
2956700,192
2956800,192
2956900,192
2957000,192
2957100,192
2957200,192
2957300,192
2957400,192
2957500,192
2957600,192
2957700,192
2957800,192
2957900,192
2958000,194
2958100,192
2958200,192
2958300,192
2958400,192
2958500,192
2958600,192
2958700,192
2958800,192
2958900,192
2959000,192
2959100,192
2959200,200
2959300,192
2959400,192
2959500,192
2959600,194
2959700,196
2959800,197
2959900,185
2960000,192
2960100,188
2960200,186
2960300,192
2960400,186
