3.28,1398
3.423,1535
3.433,2283
3.443,1501
3.453,2291
3.463,1515
3.473,2271
3.483,1513
3.493,2273
3.503,1502
3.513,2270
3.523,1494
3.533,2269
3.543,1498
3.553,2290
3.563,1481
3.573,2283
3.583,1486
3.593,2277
3.603,1485
3.613,2307
3.826,1859
3.836,1918
3.846,1849
3.856,1933
3.866,1859
3.876,1925
3.886,1841
3.896,1931
3.906,1839
3.916,1968
3.926,1844
3.936,1936
3.946,1834
3.956,1946
3.966,1846
3.976,1968
3.986,1831
3.996,1962
4.006,1823
4.016,1979
4.198,1565
4.208,2135
4.218,1584
4.228,2165
4.238,1680
4.248,2163
4.258,1607
4.268,2196
4.278,1607
4.288,2145
4.298,1524
4.308,2249
4.318,1663
4.328,2243
4.338,1808
4.348,2191
4.358,1306
4.368,2803
4.378,1616
4.388,688
4.465,544
4.475,1232
4.485,2383
4.495,2458
4.505,2482
4.515,2320
4.525,984
4.535,2527
4.545,416
4.555,1968
4.565,1271
4.575,1648
4.585,1307
4.595,1686
4.605,2066
4.615,2603
4.625,942
4.635,1885
4.645,2289
4.655,1995
4.736,2499
4.746,1422
4.756,2035
4.766,1570
4.776,2245
4.786,1203
4.796,2384
4.806,1289
4.816,1441
4.826,1116
4.836,2279
4.846,1858
4.856,2105
4.866,546
4.876,2598
4.886,1722
4.896,2446
4.906,1614
4.916,1947
4.926,1391
5.118,1366
5.128,2039
5.138,2043
5.148,2334
5.158,2519
5.168,1056
5.178,2087
5.188,1354
5.198,1961
5.208,1906
5.218,2179
5.228,2491
5.238,2078
5.248,1709
5.258,2115
5.268,2655
5.278,2330
5.288,1935
5.298,4095
5.308,2193
5.446,1173
5.457,2559
5.467,1487
5.477,2062
5.487,1660
5.497,1424
5.507,1776
5.517,2799
5.527,1908
5.537,2481
5.547,1519
5.557,1725
5.567,1701
5.577,0
5.587,2047
5.597,1872
5.607,1771
5.617,3403
5.627,1919
5.637,2401
5.815,2330
5.825,756
5.835,2385
5.845,1165
5.855,1955
5.865,1450
5.875,2183
5.885,1535
5.895,1312
5.905,1826
5.915,2637
5.925,1559
5.935,2605
5.945,1394
5.955,2811
5.965,1327
5.975,2379
5.985,1046
5.995,2493
6.005,1681
6.137,2191
6.147,1476
6.157,2032
6.167,1083
6.177,2347
6.187,1629
6.197,2443
6.207,1251
6.217,2365
6.227,1535
6.237,1535
6.247,1579
6.257,2806
6.267,1959
6.277,2315
6.287,1458
6.297,2409
6.307,609
6.317,2811
6.327,1065
6.473,2672
6.483,1555
6.493,2549
6.503,1561
6.513,2463
6.523,1516
6.533,1952
6.543,1513
6.553,2321
6.563,1572
6.573,2603
6.583,1346
6.593,1987
6.603,1424
6.613,2659
6.623,1434
6.633,2431
6.643,1580
6.653,2379
6.663,1726
6.785,1359
6.795,1221
6.805,1529
6.815,2390
6.825,1674
6.835,2355
6.845,1676
6.855,2199
6.865,1552
6.875,2160
6.885,1621
6.895,2219
6.905,1730
6.915,2395
6.925,1492
6.935,2329
6.945,1484
6.955,2223
6.965,1618
6.975,2349
7.106,1473
7.116,2431
7.126,1291
7.136,2639
7.146,1316
7.156,2327
7.166,1365
7.176,2359
7.186,1461
7.196,2325
7.206,1378
7.216,2326
7.226,1438
7.236,2379
7.246,1461
7.256,2361
7.266,1465
7.276,2343
7.286,1470
7.296,2431
7.325,1793
7.335,1670
7.345,1190
7.355,3639
7.365,756
7.375,4095
7.385,2375
7.395,192
7.405,1492
7.415,2035
7.425,2179
7.435,1907
7.445,1765
7.455,0
7.465,1735
7.475,2559
7.485,2018
7.495,1262
7.505,1776
7.515,238
7.648,1626
7.659,2352
7.669,1613
7.679,2149
7.689,1664
7.699,2160
7.709,1671
7.719,2165
7.729,1627
7.739,2201
7.749,1616
7.759,2265
7.769,1012
7.779,1586
7.789,1496
7.799,1475
7.809,0
7.819,4095
7.829,1789
7.839,2350
7.972,971
7.982,1959
7.992,3054
8.002,2271
8.012,1919
8.022,1810
8.032,2032
8.042,1745
8.052,1648
8.062,1773
8.072,2032
8.082,1836
8.092,2037
8.102,1891
8.112,1879
8.122,1699
8.132,1872
8.142,1981
8.152,1904
8.162,1877
8.321,2128
8.331,3123
8.341,1763
8.351,538
8.361,717
8.371,1953
8.381,1879
8.391,1779
8.401,1938
8.411,1750
8.421,1837
8.431,1459
8.441,4095
8.451,2031
8.461,2198
8.471,1934
8.481,2113
8.491,1810
8.501,1919
8.511,1802
8.601,2123
8.612,1872
8.622,1779
8.632,1802
8.642,1978
8.652,1861
8.662,1902
8.672,1783
8.682,1886
8.692,1861
8.702,1947
8.712,1849
8.722,1789
8.732,1819
8.742,1980
8.752,1810
8.762,2046
8.772,1782
8.782,1983
8.792,1856
8.868,1516
8.879,2303
8.889,1510
8.899,2303
8.909,1521
8.919,2288
8.929,1501
8.939,2293
8.949,1487
8.959,2269
8.969,1517
8.979,2288
8.989,1492
8.999,2251
9.009,1491
9.019,2247
9.029,1509
9.039,2243
9.049,1491
9.059,2357
9.148,1050
9.158,2839
9.168,1872
9.178,1120
9.188,916
9.198,3275
9.208,1338
9.218,2535
9.228,994
9.238,2506
9.248,1579
9.258,1602
9.268,1262
9.278,2403
9.288,1745
9.298,1815
9.308,2214
9.318,2441
9.328,1457
9.338,2063
9.464,1807
9.474,1872
9.484,1827
9.494,1904
9.504,1808
9.514,1935
9.524,1835
9.534,1925
9.544,1840
9.554,1965
9.564,1893
9.574,1930
9.584,1851
9.594,1909
9.604,1883
9.614,1915
9.624,1902
9.634,1888
9.644,1904
9.654,1887
9.816,2385
9.826,1805
9.836,2015
9.846,1766
9.856,2331
9.866,1613
9.876,2012
9.886,1532
9.896,2141
9.906,1685
9.916,1970
9.926,1909
9.936,2468
9.946,1453
9.956,2160
9.966,1680
9.976,2203
9.986,1587
9.996,2183
10.006,1648
10.297,2158
10.307,1646
10.317,2171
10.327,1611
10.337,2159
10.347,1648
10.357,2160
10.367,1651
10.377,2384
10.387,1449
10.397,2535
10.407,1191
10.417,2407
10.427,1681
10.437,2105
10.447,1677
10.457,2141
10.467,1620
10.477,2135
10.487,1628
10.664,1992
10.674,1711
10.684,2105
10.694,1732
10.704,2096
10.714,1723
10.724,2115
10.734,1674
10.744,2087
10.754,1717
10.764,2029
10.774,1692
10.784,2149
10.794,1712
10.804,2097
10.814,1688
10.824,2106
10.834,1618
10.844,2083
10.854,1680
11.021,2195
11.031,1612
11.041,1975
11.051,956
11.061,1873
11.071,884
11.081,2706
11.091,2009
11.101,2495
11.111,1744
11.121,2351
11.131,1280
11.141,2253
11.151,1476
11.161,2234
11.171,1667
11.181,2299
11.191,1518
11.201,2263
11.211,1470
11.357,2060
11.368,1676
11.378,2187
11.388,1667
11.398,2094
11.408,1674
11.418,2101
11.428,1667
11.438,2128
11.448,1653
11.458,2114
11.468,1653
11.478,2115
11.488,1665
11.498,2075
11.508,1659
11.518,2123
11.528,1683
11.538,2074
11.548,1641
11.706,1891
11.716,1827
11.726,2062
11.736,1854
11.746,1790
11.756,1905
11.766,2039
11.776,1797
11.786,2058
11.796,1866
11.806,2018
11.816,1991
11.826,1779
11.836,1776
11.846,1941
11.856,1826
11.866,2058
11.876,2235
11.886,1937
11.896,1763
12.057,1858
12.068,1870
12.078,1883
12.088,1754
12.098,2083
12.108,1626
12.118,2032
12.128,1710
12.138,2064
12.148,1673
12.158,2030
12.168,1349
12.178,2007
12.188,1730
12.198,1926
12.208,1643
12.218,2030
12.228,1808
12.238,2032
12.248,1863
12.44,2106
12.45,1535
12.46,1623
12.47,1601
12.48,2177
12.49,1530
12.5,2327
12.51,1878
12.52,2190
12.53,1583
12.54,2269
12.55,1590
12.56,2179
12.57,1520
12.58,2161
12.59,1522
12.6,2189
12.61,1687
12.62,2285
12.63,1702
12.757,1751
12.767,2060
12.777,1762
12.787,2000
12.797,1750
12.807,2030
12.817,1686
12.827,2065
12.837,1750
12.847,2069
12.857,1719
12.867,2067
12.877,1751
12.887,2059
12.897,1680
12.907,2062
12.917,1744
12.927,2065
12.937,1738
12.947,2033
13.062,2235
13.073,1586
13.083,2167
13.093,1605
13.103,2149
13.113,1558
13.123,2197
13.133,1569
13.143,2154
13.153,1533
13.163,2192
13.173,1572
13.183,2191
13.193,1570
13.203,2213
13.213,1593
13.223,2238
13.233,1552
13.243,2176
13.253,1535
13.432,1514
13.443,2233
13.453,1535
13.463,2231
13.473,1554
13.483,2247
13.493,1595
13.503,2245
13.513,1495
13.523,2240
13.533,1531
13.543,2215
13.553,1552
13.563,2214
13.573,1555
13.583,2256
13.593,1535
13.603,2231
13.613,1535
13.623,2239
13.782,2151
13.792,1627
13.802,2155
13.812,1637
13.822,2142
13.832,1638
13.842,2112
13.852,1625
13.862,2223
13.872,1655
13.882,2146
13.892,1569
13.902,2154
13.912,1655
13.922,2243
13.932,1719
13.942,2122
13.952,1682
13.962,2171
13.972,1751
14.217,1578
14.227,2203
14.237,1586
14.247,2190
14.257,1535
14.267,2171
14.277,1563
14.287,2234
14.297,1571
14.307,2206
14.317,1600
14.327,2256
14.337,1591
14.347,2295
14.357,1572
14.367,2239
14.377,1574
14.387,2231
14.397,1574
14.407,2176
14.58,1856
14.59,1915
14.6,1840
14.61,2096
14.62,1811
14.63,1899
14.64,1763
14.65,2007
14.66,1850
14.67,1983
14.68,1590
14.69,1917
14.7,1747
14.71,1943
14.72,1709
14.73,2032
14.74,1763
14.75,2005
14.76,1838
14.77,2030
14.923,2201
14.934,1535
14.944,2244
14.954,1490
14.964,2123
14.974,1535
14.984,2285
14.994,1584
15.004,2224
15.014,1592
15.024,2201
15.034,1569
15.044,2181
15.054,1572
15.064,2207
15.074,1568
15.084,2205
15.094,1586
15.104,2261
15.114,1626
15.299,1626
15.309,2163
15.319,1629
15.329,2226
15.339,1619
15.349,2177
15.359,1611
15.369,2183
15.379,1646
15.389,2143
15.399,1630
15.409,2171
15.419,1614
15.429,2160
15.439,1648
15.449,2191
15.459,1644
15.469,2187
15.479,1558
15.489,2160
15.652,1773
15.663,2061
15.673,1776
15.683,2025
15.693,1777
15.703,2000
15.713,1745
15.723,2027
15.733,1772
15.743,2002
15.753,1772
15.763,2023
15.773,1766
15.783,1997
15.793,1797
15.803,1971
15.813,1813
15.823,1999
15.833,1703
15.843,2003
15.894,1681
15.904,2102
15.914,1698
15.924,2127
15.934,1689
15.944,2077
15.954,1673
15.964,2064
15.974,1744
15.984,2095
15.994,1710
16.004,2096
16.014,1696
16.024,2023
16.034,1690
16.044,2082
16.054,1690
16.064,2070
16.074,1680
16.084,2093
16.193,1697
16.204,2039
16.214,1726
16.224,2080
16.234,1705
16.244,2085
16.254,1713
16.264,2089
16.274,1712
16.284,2147
16.294,1711
16.304,2098
16.314,1725
16.324,2149
16.334,1778
16.344,2064
16.354,1761
16.364,2027
16.374,1734
16.384,2022
16.812,2018
16.822,1787
16.832,2003
16.842,1757
16.852,2007
